Measured at,Internal temperature,Outlet temperature,Inlet temperature,Ambient temperature,Energy consumption,Volume of water drawn
2022-11-05 06:53:49+02:00,44.41,22.2,22.64,22.62,0,0
2022-11-05 06:58:50+02:00,44.32,22.22,22.62,22.66,0,0
2022-11-05 07:03:51+02:00,44.32,22.24,22.57,22.62,0,0
2022-11-05 07:08:45+02:00,44.32,22.26,22.64,22.6,0,0
2022-11-05 07:13:47+02:00,44.26,22.26,22.6,22.6,0,0
2022-11-05 07:18:46+02:00,44.26,22.28,22.6,22.66,0,0
2022-11-05 07:23:47+02:00,44.2,22.28,22.6,22.64,0,0
2022-11-05 07:28:48+02:00,44.2,33.47,22.66,22.64,0,10
2022-11-05 07:32:17+02:00,42.94,39.37,21.58,22.4,0,45
2022-11-05 07:32:34+02:00,42.85,39.32,21.58,22.42,0,0
2022-11-05 07:32:50+02:00,42.82,39.32,21.58,22.4,0,0
2022-11-05 07:33:50+02:00,43.65,39.29,21.65,22.37,45.55,0
2022-11-05 07:38:45+02:00,49.32,38.15,21.78,22.44,241.89,0
2022-11-05 07:43:47+02:00,48,36.56,21.89,22.44,24.6,0
2022-11-05 07:48:48+02:00,48.03,34.8,22,22.46,0,0
2022-11-05 07:53:47+02:00,47.96,33.42,22.06,22.51,0,0
2022-11-05 07:58:48+02:00,47.84,32.09,22.08,22.51,0,0
2022-11-05 08:03:50+02:00,47.84,31.04,22.15,22.55,0,0
2022-11-05 08:08:51+02:00,47.78,30.11,22.2,22.6,0,0
2022-11-05 08:13:45+02:00,47.68,29.3,22.31,22.55,0,0
2022-11-05 08:18:47+02:00,47.71,28.65,22.31,22.62,0,0
2022-11-05 08:23:48+02:00,47.68,28.04,22.37,22.64,0,0
2022-11-05 08:28:48+02:00,47.71,27.54,22.42,22.68,0,0
2022-11-05 08:33:49+02:00,47.56,27.09,22.46,22.68,0,0
2022-11-05 08:38:50+02:00,47.53,26.77,22.48,22.68,0,0
2022-11-05 08:43:45+02:00,47.5,26.42,22.51,22.66,0,0
2022-11-05 08:48:46+02:00,47.46,26.08,22.53,22.68,0,0
2022-11-05 08:53:48+02:00,47.34,25.79,22.55,22.71,0,0
2022-11-05 08:58:48+02:00,47.37,25.56,22.55,22.68,0,0
2022-11-05 09:03:50+02:00,47.25,25.31,22.6,22.71,0,0
2022-11-05 09:08:45+02:00,47.21,25.11,22.62,22.71,0,0
2022-11-05 09:13:46+02:00,47.15,24.89,22.64,22.71,0,0
2022-11-05 09:18:47+02:00,47.21,24.65,22.66,22.73,0,0
2022-11-05 09:23:49+02:00,51.03,24.63,22.68,22.82,237.78,0
2022-11-05 09:28:51+02:00,48.61,24.58,22.71,22.86,13.5,0
2022-11-05 09:33:45+02:00,48.64,24.58,22.75,22.91,0,0
2022-11-05 09:38:47+02:00,48.58,24.97,22.77,22.95,0,0
2022-11-05 09:43:48+02:00,48.54,25.38,22.91,23,0,0
2022-11-05 09:48:50+02:00,48.54,25.84,22.86,23.02,0,0
2022-11-05 09:53:50+02:00,48.45,26.24,22.95,23.11,0,0
2022-11-05 09:58:45+02:00,48.51,26.55,22.97,23.15,0,0
2022-11-05 10:03:47+02:00,51.79,26.73,22.97,23.15,137.62,0
2022-11-05 10:08:48+02:00,52.86,26.86,23.06,23.17,255.07,0
2022-11-05 10:13:49+02:00,54.1,26.95,23.13,23.26,256.9,0
2022-11-05 10:18:45+02:00,52.37,27,23.2,23.28,77.53,0
2022-11-05 10:23:46+02:00,52.34,26.91,23.15,23.26,0,0
2022-11-05 10:28:50+02:00,52.41,26.93,23.22,23.28,0,0
2022-11-05 10:33:45+02:00,52.31,27.02,23.2,23.31,0,0
2022-11-05 10:38:46+02:00,52.34,27.11,23.2,23.31,0,0
2022-11-05 10:43:48+02:00,52.17,26.93,23.24,23.28,0,0
2022-11-05 10:48:49+02:00,52.27,26.66,23.2,23.24,0,0
2022-11-05 10:53:50+02:00,52.27,26.33,23.22,23.17,0,0
2022-11-05 10:58:45+02:00,52.13,26.15,23.22,23.2,0,0
2022-11-05 11:03:48+02:00,54.5,25.84,23.24,23.2,69.31,0
2022-11-05 11:08:50+02:00,53.88,25.75,23.26,23.22,182.87,0
2022-11-05 11:13:51+02:00,53.4,38.43,22.82,23.24,0,15
2022-11-05 11:18:47+02:00,46.24,45.26,23.26,23.33,82.11,225
2022-11-05 11:23:23+02:00,45.44,45.41,24.21,23.73,236.68,35
2022-11-05 11:24:55+02:00,43.74,45.94,23.37,23.66,78.55,70
2022-11-05 11:25:04+02:00,43.42,45.94,23.42,23.68,7.94,10
2022-11-05 11:25:26+02:00,42.8,45.97,23.44,23.71,18.8,15
2022-11-05 11:25:50+02:00,41.97,46.06,23.42,23.73,19.69,15
2022-11-05 11:26:12+02:00,41.08,46.06,23.46,23.75,5.83,15
2022-11-05 11:26:58+02:00,39.4,46,23.37,23.82,0,35
2022-11-05 11:28:45+02:00,33.07,45.82,23.44,23.77,0,55
2022-11-05 11:33:47+02:00,32.07,43.6,23.55,23.77,0,0
2022-11-05 11:38:48+02:00,32.14,41.32,23.55,23.75,0,0
2022-11-05 11:43:49+02:00,32.11,39.18,23.55,23.73,0,0
2022-11-05 11:48:51+02:00,32.07,37.35,23.57,23.73,0,0
2022-11-05 11:53:45+02:00,32.02,35.75,23.6,23.68,0,0
2022-11-05 11:58:47+02:00,32.11,34.41,23.62,23.62,0,0
2022-11-05 12:03:46+02:00,32.07,33.19,23.6,23.62,0,0
2022-11-05 12:08:47+02:00,32.11,32.21,23.6,23.6,0,0
2022-11-05 12:13:49+02:00,32.14,31.28,23.62,23.6,0,0
2022-11-05 12:18:50+02:00,32.21,30.46,23.57,23.57,0,0
2022-11-05 12:23:45+02:00,32.21,29.81,23.6,23.6,0,0
2022-11-05 12:28:46+02:00,32.3,29.13,23.57,23.55,0,0
2022-11-05 12:33:47+02:00,32.35,28.65,23.57,23.55,0,0
2022-11-05 12:38:47+02:00,32.33,28.18,23.55,23.55,0,0
2022-11-05 12:43:48+02:00,32.33,27.77,23.57,23.51,0,0
2022-11-05 12:46:09+02:00,32.4,27.5,23.53,23.48,0,0
2022-11-05 12:48:51+02:00,32.4,27.27,23.57,23.44,0,0
2022-11-05 12:53:46+02:00,32.45,26.97,23.55,23.44,0,0
2022-11-05 12:58:47+02:00,32.5,26.68,23.48,23.42,0,0
2022-11-05 13:03:48+02:00,32.5,26.37,23.53,23.4,0,0
2022-11-05 13:08:49+02:00,32.54,26.11,23.53,23.4,0,0
2022-11-05 13:13:50+02:00,32.57,25.95,23.44,23.4,0,0
2022-11-05 13:18:45+02:00,32.64,25.68,23.42,23.37,0,0
2022-11-05 13:23:46+02:00,32.61,25.5,23.44,23.37,0,0
2022-11-05 13:28:47+02:00,32.69,25.34,23.44,23.37,0,0
2022-11-05 13:33:49+02:00,32.71,25.18,23.4,23.37,0,0
2022-11-05 13:38:50+02:00,32.73,25,23.4,23.37,0,0
2022-11-05 13:43:45+02:00,32.76,24.84,23.35,23.33,0,0
2022-11-05 13:48:46+02:00,32.78,24.71,23.4,23.31,0,0
2022-11-05 13:53:47+02:00,32.85,24.6,23.37,23.35,0,0
2022-11-05 13:58:48+02:00,32.83,24.52,23.35,23.28,0,0
2022-11-05 14:03:50+02:00,32.88,24.39,23.35,23.26,0,0
2022-11-05 14:08:51+02:00,32.92,24.32,23.37,23.26,0,0
2022-11-05 14:13:46+02:00,32.95,24.23,23.33,23.24,0,0
2022-11-05 14:18:47+02:00,32.97,24.19,23.31,23.24,0,0
2022-11-05 14:23:49+02:00,33.02,24.13,23.28,23.22,0,0
2022-11-05 14:28:50+02:00,33.02,24.08,23.28,23.24,0,0
2022-11-05 14:33:51+02:00,33.07,24,23.28,23.22,0,0
2022-11-05 14:38:46+02:00,33.07,23.95,23.31,23.2,0,0
2022-11-05 14:43:47+02:00,33.09,23.91,23.28,23.2,0,0
2022-11-05 14:48:48+02:00,33.02,23.86,23.28,23.2,0,0
2022-11-05 14:53:50+02:00,33.14,23.84,23.24,23.22,0,0
2022-11-05 14:58:51+02:00,33.11,23.8,23.24,23.2,0,0
2022-11-05 15:03:46+02:00,33.14,23.75,23.22,23.17,0,0
2022-11-05 15:08:47+02:00,33.14,23.73,23.24,23.15,0,0
2022-11-05 15:13:48+02:00,33.21,23.66,23.22,23.15,0,0
2022-11-05 15:18:50+02:00,33.19,23.62,23.22,23.15,0,0
2022-11-05 15:23:51+02:00,33.23,23.57,23.2,23.15,0,0
2022-11-05 15:28:45+02:00,33.23,23.55,23.22,23.17,0,0
2022-11-05 15:33:47+02:00,33.28,23.55,23.17,23.13,0,0
2022-11-05 15:38:48+02:00,33.28,23.51,23.17,23.13,0,0
2022-11-05 15:43:50+02:00,33.28,23.48,23.2,23.15,0,0
2022-11-05 15:48:51+02:00,33.4,23.44,23.17,23.11,0,0
2022-11-05 15:53:45+02:00,33.4,23.4,23.15,23.11,0,0
2022-11-05 15:58:47+02:00,33.4,23.37,23.13,23.08,0,0
2022-11-05 16:03:48+02:00,33.47,23.37,23.13,23.06,0,0
2022-11-05 16:08:49+02:00,33.5,23.37,23.13,23.04,0,0
2022-11-05 16:13:51+02:00,33.4,23.4,23.13,23.08,0,0
2022-11-05 16:18:45+02:00,33.47,23.35,23.11,23.06,0,0
2022-11-05 16:23:47+02:00,33.45,23.33,23.08,23.04,0,0
2022-11-05 16:28:48+02:00,33.52,23.28,23.06,23.02,0,0
2022-11-05 16:33:49+02:00,33.54,23.31,23.06,23.04,0,0
2022-11-05 16:38:51+02:00,33.5,23.28,23.04,23,0,0
2022-11-05 16:43:45+02:00,33.57,23.26,23.06,23,0,0
2022-11-05 16:48:45+02:00,33.54,23.28,23.02,23,0,0
2022-11-05 16:53:46+02:00,33.59,23.24,23.02,23,0,0
2022-11-05 16:58:47+02:00,33.61,23.24,23.02,23,0,0
2022-11-05 17:03:49+02:00,33.61,23.17,23,22.97,0,0
2022-11-05 17:08:50+02:00,33.61,23.22,22.97,23,0,0
2022-11-05 17:13:45+02:00,33.61,23.2,23.02,22.97,0,0
2022-11-05 17:18:46+02:00,33.69,23.17,23.02,22.97,0,0
2022-11-05 17:23:47+02:00,33.69,23.15,23,22.95,0,0
2022-11-05 17:28:49+02:00,33.66,23.17,23,22.95,0,0
2022-11-05 17:33:50+02:00,33.76,23.17,22.97,22.95,0,0
2022-11-05 17:38:51+02:00,33.69,23.15,22.97,22.95,0,0
2022-11-05 17:43:45+02:00,33.76,23.17,23,22.95,0,0
2022-11-05 17:48:47+02:00,33.76,23.15,22.93,22.95,0,0
2022-11-05 17:53:48+02:00,33.71,23.13,22.93,22.93,0,0
2022-11-05 17:58:50+02:00,33.76,23.11,22.97,22.91,0,0
2022-11-05 18:03:51+02:00,33.83,23.11,22.97,22.95,0,0
2022-11-05 18:08:46+02:00,33.8,23.08,22.93,22.95,0,0
2022-11-05 18:13:47+02:00,33.83,23.06,22.93,22.93,0,0
2022-11-05 18:18:48+02:00,33.83,23.04,22.91,22.93,0,0
2022-11-05 18:23:50+02:00,33.83,23.04,22.95,22.93,0,0
2022-11-05 18:28:51+02:00,33.8,23.04,22.95,22.93,0,0
2022-11-05 18:33:45+02:00,33.8,23.04,22.95,22.91,0,0
2022-11-05 18:38:46+02:00,33.83,23.02,22.91,22.93,0,0
2022-11-05 18:43:48+02:00,33.88,23,22.93,22.88,0,0
2022-11-05 18:48:50+02:00,33.92,23,22.91,22.91,0,0
2022-11-05 18:53:51+02:00,33.9,22.95,22.93,22.88,0,0
2022-11-05 18:58:45+02:00,33.9,22.97,22.88,22.91,0,0
2022-11-05 19:03:47+02:00,33.88,22.95,22.91,22.91,0,0
2022-11-05 19:08:48+02:00,33.92,22.95,22.93,22.91,0,0
2022-11-05 19:13:49+02:00,33.97,22.93,22.88,22.91,0,0
2022-11-05 19:18:51+02:00,33.97,22.93,22.86,22.84,0,0
2022-11-05 19:23:45+02:00,33.97,22.93,22.86,22.84,0,0
2022-11-05 19:28:47+02:00,34.02,22.91,22.93,22.86,0,0
2022-11-05 19:33:48+02:00,33.97,22.91,22.88,22.84,0,0
2022-11-05 19:38:49+02:00,34,22.86,22.86,22.82,0,0
2022-11-05 19:43:51+02:00,34.04,22.91,22.88,22.84,0,0
2022-11-05 19:48:45+02:00,34,22.86,22.84,22.84,0,0
2022-11-05 19:53:47+02:00,34,22.91,22.84,22.82,0,0
2022-11-05 19:58:48+02:00,34.07,22.86,22.86,22.84,0,0
2022-11-05 20:03:49+02:00,34.02,22.82,22.82,22.82,0,0
2022-11-05 20:08:50+02:00,34.04,22.8,22.82,22.82,0,0
2022-11-05 20:13:45+02:00,34.04,22.82,22.82,22.82,0,0
2022-11-05 20:18:47+02:00,34.07,22.8,22.77,22.82,0,0
2022-11-05 20:23:48+02:00,34.07,22.8,22.84,22.77,0,0
2022-11-05 20:28:49+02:00,34.09,22.77,22.8,22.82,0,0
2022-11-05 20:33:50+02:00,34.09,22.75,22.82,22.77,0,0
2022-11-05 20:38:45+02:00,34.04,22.75,22.8,22.8,0,0
2022-11-05 20:43:46+02:00,34.14,22.73,22.82,22.8,0,0
2022-11-05 20:48:48+02:00,34.17,22.75,22.82,22.82,0,0
2022-11-05 20:53:49+02:00,34.14,22.73,22.8,22.75,0,0
2022-11-05 20:58:50+02:00,34.19,22.75,22.77,22.8,0,0
2022-11-05 21:03:45+02:00,34.12,22.68,22.8,22.82,0,0
2022-11-05 21:08:46+02:00,34.19,22.71,22.8,22.8,0,0
2022-11-05 21:13:48+02:00,34.19,22.71,22.75,22.8,0,0
2022-11-05 21:18:49+02:00,34.12,22.71,22.75,22.77,0,0
2022-11-05 21:23:50+02:00,34.17,22.71,22.8,22.77,0,0
2022-11-05 21:28:51+02:00,34.19,22.68,22.75,22.77,0,0
2022-11-05 21:33:51+02:00,34.19,22.66,22.77,22.8,0,0
2022-11-05 21:38:45+02:00,34.19,22.68,22.75,22.8,0,0
2022-11-05 21:43:47+02:00,32.09,40.37,22.11,22.68,0,70
2022-11-05 21:48:48+02:00,31.64,39.89,23.8,23.26,0,15
2022-11-05 21:53:49+02:00,31.42,39.81,24.5,24.04,0,0
2022-11-05 21:58:51+02:00,31.07,40.56,24.73,24.26,0,15
2022-11-05 22:03:45+02:00,31.02,38.94,24.65,24.3,0,0
2022-11-05 22:08:46+02:00,30.97,37.12,24.56,24.21,0,0
2022-11-05 22:13:47+02:00,31.02,35.3,24.43,24.17,0,0
2022-11-05 22:18:49+02:00,31.02,33.83,24.39,24.13,0,0
2022-11-05 22:23:50+02:00,31.04,32.52,24.32,24.06,0,0
2022-11-05 22:28:51+02:00,31.02,31.35,24.19,24,0,0
2022-11-05 22:33:45+02:00,31.07,30.37,24.17,23.95,0,0
2022-11-05 22:38:47+02:00,31.09,29.55,24.13,23.88,0,0
2022-11-05 22:43:48+02:00,30.95,28.81,24.08,23.86,0,0
2022-11-05 22:48:50+02:00,31,28.18,24.04,23.82,0,0
2022-11-05 22:53:51+02:00,31.02,27.63,23.95,23.77,0,0
2022-11-05 22:58:45+02:00,31.07,27.09,23.93,23.73,0,0
2022-11-05 23:03:47+02:00,31.04,26.71,23.91,23.68,0,0
2022-11-05 23:08:48+02:00,31,26.35,23.84,23.62,0,0
2022-11-05 23:13:50+02:00,31.02,26.02,23.8,23.55,0,0
2022-11-05 23:18:51+02:00,31,25.63,23.75,23.55,0,0
2022-11-05 23:23:45+02:00,31,25.36,23.73,23.55,0,0
2022-11-05 23:28:47+02:00,31.04,25.09,23.62,23.48,0,0
2022-11-05 23:33:48+02:00,30.95,24.84,23.64,23.4,0,0
2022-11-05 23:38:49+02:00,30.95,24.63,23.6,23.42,0,0
2022-11-05 23:43:50+02:00,31.07,24.45,23.55,23.4,0,0
2022-11-05 23:48:45+02:00,30.95,24.23,23.51,23.37,0,0
2022-11-05 23:53:46+02:00,30.97,24.17,23.44,23.37,0,0
2022-11-05 23:58:48+02:00,31.02,23.97,23.44,23.35,0,0
2022-11-06 00:03:49+02:00,31,23.95,23.44,23.31,0,0
2022-11-06 00:08:46+02:00,31.02,23.86,23.37,23.28,0,0
2022-11-06 00:13:47+02:00,30.93,23.75,23.37,23.26,0,0
2022-11-06 00:18:49+02:00,30.95,23.62,23.35,23.24,0,0
2022-11-06 00:23:51+02:00,31.04,23.55,23.33,23.24,0,0
2022-11-06 00:28:45+02:00,31.02,23.44,23.31,23.2,0,0
2022-11-06 00:33:46+02:00,31.02,23.35,23.28,23.22,0,0
2022-11-06 00:38:47+02:00,31.04,23.35,23.26,23.17,0,0
2022-11-06 00:43:48+02:00,30.97,23.22,23.2,23.15,0,0
2022-11-06 00:48:49+02:00,31.02,23.24,23.22,23.17,0,0
2022-11-06 00:53:51+02:00,30.97,23.2,23.24,23.15,0,0
2022-11-06 00:58:45+02:00,30.97,23.11,23.2,23.08,0,0
2022-11-06 01:03:46+02:00,30.95,23.08,23.17,23.13,0,0
2022-11-06 01:08:48+02:00,30.97,23,23.15,23.06,0,0
2022-11-06 01:13:49+02:00,31.02,22.97,23.15,23.04,0,0
2022-11-06 01:18:50+02:00,31.04,22.93,23.15,23.02,0,0
2022-11-06 01:23:51+02:00,31.02,22.91,23.13,23,0,0
2022-11-06 01:28:46+02:00,31.04,22.91,23.06,23,0,0
2022-11-06 01:33:47+02:00,31.02,22.82,23.04,23,0,0
2022-11-06 01:38:48+02:00,31,22.8,23.06,22.97,0,0
2022-11-06 01:43:49+02:00,31.02,22.8,23.04,22.97,0,0
2022-11-06 01:48:50+02:00,31,22.75,23.02,22.95,0,0
2022-11-06 01:53:45+02:00,31.04,22.75,23,22.95,0,0
2022-11-06 01:58:46+02:00,31.04,22.71,22.97,22.93,0,0
2022-11-06 02:03:47+02:00,31.07,22.71,22.93,22.93,0,0
2022-11-06 02:08:48+02:00,31.07,22.66,22.97,22.93,0,0
2022-11-06 02:13:49+02:00,31.04,22.6,22.95,22.93,0,0
2022-11-06 02:18:47+02:00,31.07,22.64,22.95,22.93,0,0
2022-11-06 02:23:48+02:00,31.09,22.6,22.93,22.91,0,0
2022-11-06 02:28:49+02:00,31.04,22.6,22.93,22.88,0,0
2022-11-06 02:33:50+02:00,31.09,22.53,22.91,22.82,0,0
2022-11-06 02:38:45+02:00,31.07,22.55,22.86,22.82,0,0
2022-11-06 02:43:46+02:00,31.04,22.51,22.91,22.86,0,0
2022-11-06 02:48:47+02:00,31.07,22.51,22.84,22.8,0,0
2022-11-06 02:53:48+02:00,31.07,22.46,22.88,22.82,0,0
2022-11-06 02:58:50+02:00,31.09,22.46,22.82,22.8,0,0
2022-11-06 03:03:51+02:00,31.07,22.46,22.84,22.77,0,0
2022-11-06 03:08:45+02:00,31.07,22.46,22.8,22.8,0,0
2022-11-06 03:13:46+02:00,31.11,22.46,22.82,22.82,0,0
2022-11-06 03:18:48+02:00,31.16,22.44,22.82,22.77,0,0
2022-11-06 03:23:49+02:00,31.16,22.46,22.77,22.77,0,0
2022-11-06 03:28:50+02:00,31.11,22.4,22.8,22.75,0,0
2022-11-06 03:33:51+02:00,31.19,22.4,22.77,22.77,0,0
2022-11-06 03:38:46+02:00,31.16,22.37,22.77,22.75,0,0
2022-11-06 03:43:47+02:00,31.14,22.33,22.75,22.73,0,0
2022-11-06 03:48:48+02:00,31.09,22.35,22.75,22.73,0,0
2022-11-06 03:53:49+02:00,31.14,22.33,22.73,22.68,0,0
2022-11-06 03:58:50+02:00,31.16,22.31,22.73,22.68,0,0
2022-11-06 04:03:51+02:00,31.19,22.31,22.71,22.68,0,0
2022-11-06 04:08:46+02:00,31.16,22.24,22.71,22.68,0,0
2022-11-06 04:13:47+02:00,31.14,22.26,22.68,22.71,0,0
2022-11-06 04:18:48+02:00,31.21,22.24,22.68,22.68,0,0
2022-11-06 04:23:49+02:00,31.14,22.31,22.66,22.68,0,0
2022-11-06 04:28:50+02:00,31.14,22.22,22.68,22.68,0,0
2022-11-06 04:33:51+02:00,31.14,22.26,22.68,22.66,0,0
2022-11-06 04:38:46+02:00,31.14,22.24,22.66,22.66,0,0
2022-11-06 04:43:47+02:00,31.19,22.22,22.68,22.66,0,0
2022-11-06 04:48:48+02:00,31.21,22.2,22.66,22.64,0,0
2022-11-06 04:53:49+02:00,31.16,22.2,22.66,22.66,0,0
2022-11-06 04:58:51+02:00,31.21,22.17,22.64,22.66,0,0
2022-11-06 05:03:45+02:00,31.23,22.17,22.6,22.62,0,0
2022-11-06 05:08:46+02:00,31.16,22.15,22.66,22.64,0,0
2022-11-06 05:13:48+02:00,36.41,22.2,22.62,22.64,158.03,0
2022-11-06 05:18:50+02:00,41.13,22.26,22.66,22.66,251.02,0
2022-11-06 05:23:45+02:00,41.1,22.33,22.66,22.64,80.35,0
2022-11-06 05:28:46+02:00,41.18,22.26,22.66,22.66,0,0
2022-11-06 05:33:50+02:00,44.38,22.24,22.64,22.66,158.81,0
2022-11-06 05:38:47+02:00,43.8,22.24,22.68,22.66,82,0
2022-11-06 05:43:48+02:00,43.8,22.24,22.64,22.66,0,0
2022-11-06 05:48:49+02:00,43.74,22.2,22.62,22.66,0,0
2022-11-06 05:53:45+02:00,47.09,22.15,22.64,22.64,162.7,0
2022-11-06 05:58:47+02:00,45.29,22.26,22.64,22.66,85.71,0
2022-11-06 06:03:51+02:00,48.61,22.24,22.64,22.66,165.15,0
2022-11-06 06:08:46+02:00,46.63,22.28,22.66,22.68,98.56,0
2022-11-06 06:13:49+02:00,49.06,22.28,22.62,22.66,159.06,0
2022-11-06 06:18:50+02:00,50.83,22.35,22.68,22.66,253.64,0
2022-11-06 06:23:51+02:00,51.89,22.42,22.68,22.66,253.02,0
2022-11-06 06:28:49+02:00,50.4,22.44,22.62,22.71,94.18,0
2022-11-06 06:33:45+02:00,53.18,22.4,22.64,22.68,167.67,0
2022-11-06 06:38:48+02:00,54.32,22.44,22.66,22.71,255.05,0
2022-11-06 06:43:50+02:00,56.3,22.48,22.68,22.73,251.79,0
2022-11-06 06:48:46+02:00,54.42,22.48,22.66,22.71,81.64,0
2022-11-06 06:53:51+02:00,57.72,22.44,22.64,22.66,169.05,0
2022-11-06 06:58:50+02:00,55.61,22.44,22.66,22.71,78.07,0
2022-11-06 07:03:50+02:00,55.5,22.35,22.64,22.68,0,0
2022-11-06 07:08:45+02:00,55.5,22.31,22.64,22.66,0,0
2022-11-06 07:13:46+02:00,55.5,22.24,22.64,22.64,0,0
2022-11-06 07:18:47+02:00,55.46,22.22,22.64,22.62,0,0
2022-11-06 07:23:49+02:00,55.46,22.22,22.57,22.64,0,0
2022-11-06 07:28:50+02:00,55.46,22.2,22.57,22.62,0,0
2022-11-06 07:33:45+02:00,55.42,22.2,22.64,22.62,0,0
2022-11-06 07:38:46+02:00,55.38,22.15,22.55,22.57,0,0
2022-11-06 07:43:47+02:00,55.3,22.13,22.55,22.6,0,0
2022-11-06 07:48:48+02:00,55.34,22.15,22.55,22.57,0,0
2022-11-06 07:53:50+02:00,55.26,22.17,22.55,22.6,0,0
2022-11-06 07:58:51+02:00,55.34,22.15,22.51,22.55,0,0
2022-11-06 08:03:45+02:00,55.26,22.2,22.53,22.57,0,0
2022-11-06 08:08:47+02:00,55.26,22.22,22.55,22.53,0,0
2022-11-06 08:13:48+02:00,55.15,22.2,22.53,22.51,0,0
2022-11-06 08:18:50+02:00,55.03,22.2,22.51,22.51,0,0
2022-11-06 08:23:51+02:00,55.07,22.2,22.53,22.53,0,0
2022-11-06 08:28:45+02:00,54.96,22.2,22.53,22.55,0,0
2022-11-06 08:33:46+02:00,54.92,22.22,22.53,22.55,0,0
2022-11-06 08:38:50+02:00,54.82,22.22,22.48,22.55,0,0
2022-11-06 08:43:45+02:00,54.89,22.24,22.46,22.53,0,0
2022-11-06 08:48:46+02:00,54.67,22.26,22.51,22.53,0,0
2022-11-06 08:53:47+02:00,54.6,22.26,22.48,22.48,0,0
2022-11-06 08:58:49+02:00,54.71,22.31,22.48,22.48,0,0
2022-11-06 09:03:50+02:00,54.6,22.24,22.51,22.48,0,0
2022-11-06 09:08:45+02:00,54.64,22.28,22.48,22.51,0,0
2022-11-06 09:13:46+02:00,54.57,22.31,22.48,22.46,0,0
2022-11-06 09:18:47+02:00,54.42,22.28,22.46,22.51,0,0
2022-11-06 09:18:56+02:00,54.35,22.33,22.44,22.51,0,0
2022-11-06 09:23:51+02:00,54.35,22.51,22.48,22.51,0,0
2022-11-06 09:28:46+02:00,54.35,22.93,22.51,22.48,0,0
2022-11-06 09:33:47+02:00,54.28,23.46,22.51,22.51,0,0
2022-11-06 09:38:48+02:00,54.35,23.97,22.53,22.55,0,0
2022-11-06 09:43:49+02:00,54,24.43,22.51,22.53,0,0
2022-11-06 09:48:51+02:00,54.17,24.82,22.55,22.62,0,0
2022-11-06 09:53:45+02:00,54.1,25.25,22.62,22.71,0,0
2022-11-06 09:58:46+02:00,54.03,25.52,22.68,22.73,0,0
2022-11-06 10:03:48+02:00,54,29.13,22.68,22.82,0,0
2022-11-06 10:08:49+02:00,53.92,29.04,22.68,22.84,0,0
2022-11-06 10:13:50+02:00,53.85,28.93,22.75,22.82,0,0
2022-11-06 10:18:51+02:00,53.81,28.7,22.77,22.91,0,0
2022-11-06 10:23:46+02:00,53.85,28.5,22.84,22.91,0,0
2022-11-06 10:28:48+02:00,53.66,28.22,22.84,22.91,0,0
2022-11-06 10:33:49+02:00,53.62,28.06,22.84,22.93,0,0
2022-11-06 10:38:50+02:00,53.59,27.88,22.88,22.93,0,0
2022-11-06 10:43:45+02:00,53.7,27.84,22.93,22.97,0,0
2022-11-06 10:48:46+02:00,53.07,44.76,22.26,22.93,0,35
2022-11-06 10:53:47+02:00,52.93,43.42,22.4,22.97,0,0
2022-11-06 10:58:49+02:00,53,41.32,22.48,22.97,0,0
2022-11-06 11:03:50+02:00,52.89,39.45,22.57,22.97,0,0
2022-11-06 11:08:45+02:00,52.86,37.74,22.64,23.04,0,0
2022-11-06 11:13:51+02:00,52.82,36.17,22.68,23.06,0,0
2022-11-06 11:18:45+02:00,52.58,35,22.77,23.15,0,0
2022-11-06 11:23:47+02:00,52.72,33.88,22.84,23.13,0,0
2022-11-06 11:28:48+02:00,52.62,32.9,22.88,23.15,0,0
2022-11-06 11:33:49+02:00,52.62,32,22.91,23.15,0,0
2022-11-06 11:38:51+02:00,52.58,31.21,22.95,23.15,0,0
2022-11-06 11:43:45+02:00,52.48,30.58,22.95,23.15,0,0
2022-11-06 11:48:45+02:00,52.48,29.97,23.02,23.17,0,0
2022-11-06 11:53:46+02:00,52.34,29.46,23.02,23.17,0,0
2022-11-06 11:58:48+02:00,52.37,28.97,23.02,23.2,0,0
2022-11-06 12:03:49+02:00,52.31,28.61,23.08,23.17,0,0
2022-11-06 12:08:50+02:00,52.41,28.27,23.11,23.15,0,0
2022-11-06 12:13:45+02:00,52.17,27.93,23.15,23.2,0,0
2022-11-06 12:18:46+02:00,52.1,27.65,23.15,23.17,0,0
2022-11-06 12:23:47+02:00,52.13,27.27,23.15,23.17,0,0
2022-11-06 12:28:49+02:00,52.1,27,23.15,23.2,0,0
2022-11-06 12:33:50+02:00,52.06,26.73,23.15,23.15,0,0
2022-11-06 12:38:45+02:00,52,26.48,23.17,23.15,0,0
2022-11-06 12:43:46+02:00,51.93,26.26,23.17,23.15,0,0
2022-11-06 12:48:47+02:00,51.82,26.11,23.17,23.15,0,0
2022-11-06 12:53:48+02:00,51.86,25.95,23.17,23.15,0,0
2022-11-06 12:58:50+02:00,51.82,25.77,23.17,23.17,0,0
2022-11-06 13:00:44+02:00,51.79,25.77,23.17,23.17,0,0
2022-11-06 13:03:46+02:00,51.75,25.7,23.17,23.15,0,0
2022-11-06 13:08:47+02:00,51.68,25.56,23.15,23.15,0,0
2022-11-06 13:13:48+02:00,51.62,25.43,23.15,23.17,0,0
